id,name,min_age_months
1890,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat",8
1891,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat added",8
1892,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, no added fat",8
1893,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, NS as to fat",8
1894,"Egg omelet or scrambled egg, with potatoes and/or onions, fat added",8
1895,"Egg omelet or scrambled egg, with potatoes and/or onions, no added fat",8
1896,"Egg omelet or scrambled egg, with potatoes and/or onions, NS as to fat",8
1897,Egg salad sandwich on white,9
1898,Egg salad sandwich on wheat,9
1899,"Soup, egg drop",8
1900,"Egg white omelet, scrambled, or fried, NS as to fat",12
1901,"Egg white omelet, scrambled, or fried, made with margarine",12
1902,"Egg white omelet, scrambled, or fried, made with oil",12
1903,"Egg white omelet, scrambled, or fried, made with butter",12
1904,"Egg white omelet, scrambled, or fried, made with cooking spray",12
1905,"Egg white omelet, scrambled, or fried, NS as to fat type",12
1906,"Egg white omelet, scrambled, or fried, no added fat",12
1907,"Egg white, omelet, scrambled, or fried, with cheese",12
1908,"Egg white, omelet, scrambled, or fried, with meat",12
1909,"Egg white, omelet, scrambled, or fried, with vegetables",12
1910,"Egg white, omelet, scrambled, or fried, with cheese and meat",12
1911,"Egg white, omelet, scrambled, or fried, with cheese and vegetables",12
1912,"Egg white, omelet, scrambled, or fried, with meat and vegetables",12
1913,"Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables",12
1914,Meringues,8
1915,"Egg substitute, omelet, scrambled, or fried, fat added",12
1916,"Egg substitute, omelet, scrambled, or fried, no added fat",12
1917,"Egg substitute, omelet, scrambled, or fried, with cheese",12
1918,"Egg substitute, omelet, scrambled, or fried, with meat",12
1919,"Egg substitute, omelet, scrambled, or fried, with vegetables",12
1920,"Egg substitute, omelet, scrambled, or fried, with cheese and meat",12
1921,"Egg substitute, omelet, scrambled, or fried, with cheese and vegetables",12
1922,"Egg substitute, omelet, scrambled, or fried, with meat and vegetables",12
1923,"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables",12
1924,Egg sandwich on white bread,9
1925,"Egg sandwich on white bread, with cheese",9
1926,"Egg sandwich on white bread, with meat",9
1927,"Egg sandwich on white bread, with meat and cheese",9
1928,Egg sandwich on wheat bread,9
1929,"Egg sandwich on wheat bread, with cheese",9
1930,"Egg sandwich on wheat bread, with meat",9
1931,"Egg sandwich on wheat bread, with meat and cheese",9
1932,Egg sandwich on English muffin,8
1933,"Egg sandwich on English muffin, with sausage",18
1934,"Egg sandwich on English muffin, with bacon",9
1935,"Egg sandwich on English muffin, with ham",9
1936,Egg sandwich on croissant,9
1937,"Egg sandwich on croissant, with sausage",18
1938,"Egg sandwich on croissant, with bacon",9
1939,"Egg sandwich on croissant, with ham",9
1940,Egg sandwich on biscuit,8
1941,"Egg sandwich on biscuit, with sausage",18
1942,"Egg sandwich on biscuit, with sausage and cheese",18
1943,"Egg sandwich on biscuit, with bacon",9
1944,"Egg sandwich on biscuit, with bacon and cheese",9
1945,Egg sandwich on bagel,9
1946,"Egg sandwich on bagel, with sausage",18
1947,"Egg sandwich on bagel, with bacon",9
1948,"Egg sandwich on bagel, with ham",9
1949,Egg sandwich on griddle/pancake,8
1950,"Egg sandwich on griddle/pancake, with meat",9
1951,Egg white sandwich,9
1952,"Egg white sandwich, with cheese",9
1953,"Egg white sandwich, with meat",9
1954,Bacon biscuit sandwich,9
1955,Ham biscuit sandwich,9
1956,Sausage biscuit sandwich,18
1957,"Sausage biscuit sandwich, with cheese",18
1958,Sausage English muffin sandwich,18
1959,Sausage griddle/pancake sandwich,18
1960,Egg burrito,9
1961,"Egg burrito, with sausage",18
1962,"Egg burrito, with bacon",9
1963,"Egg burrito, with ham",9
1964,"Beans, NFS",8
1965,"Beans, from dried, NS as to type, fat added",8
1966,"Beans, from dried, NS as to type, no added fat",8
1967,"Beans, from canned, NS as to type, fat added",8
1968,"Beans, from canned, NS as to type, no added fat",8
1969,"Beans, from fast food / restaurant, NS as to type",8
1970,"White beans, NFS",8
1971,"White beans, from dried, fat added",8
1972,"White beans, from dried, no added fat",8
1973,"White beans, from canned, fat added",8
1974,"White beans, from canned, no added fat",8
1975,"White beans, from canned, reduced sodium",8
1976,"Black beans, NFS",8
1977,"Black beans, from dried, fat added",8
1978,"Black beans, from dried, no added fat",8
1979,"Black beans, from canned, fat added",8
1980,"Black beans, from canned, no added fat",8
1981,"Black beans, from canned, reduced sodium",8
1982,"Black beans, from fast food / restaurant",8
1983,Black beans with meat,8
1984,"Fava beans, cooked",8
1985,"Lima beans, NFS",8
1986,"Lima beans, from dried",8
1987,"Pink beans, cooked",8
1988,"Pinto beans, NFS",8
1989,"Pinto beans, from dried, fat added",8
1990,"Pinto beans, from dried, no added fat",8
1991,"Pinto beans, from canned, fat added",8
1992,"Pinto beans, from canned, no added fat",8
1993,"Pinto beans, from canned, reduced sodium",8
1994,"Pinto beans, from fast food / restaurant",8
1995,Pinto beans with meat,8
1996,"Kidney beans, NFS",8
1997,"Kidney beans, from dried, fat added",8
1998,"Kidney beans, from dried, no added fat",8
1999,"Kidney beans, from canned, fat added",8
2000,"Kidney beans, from canned, no added fat",8
2001,"Kidney beans, from canned, reduced sodium",8
2002,"Kidney beans, from fast food / restaurant",8
2003,Kidney beans with meat,8
2004,"Peruvian beans, from dried",8
2005,"Soybeans, cooked",8
2006,"Mung beans, cooked",8
2007,Baked beans,8
2008,"Baked beans, vegetarian",8
2009,Baked beans from fast food / restaurant,8
2010,"Beans and tomatoes, no added fat",8
2011,"Beans and tomatoes, fat added",8
2012,Black bean salad,8
2013,Refried beans,8
2014,"Refried beans, from fast food / restaurant",8
2015,Refried beans with meat,8
2016,"Refried beans, from canned, reduced sodium",8
2017,"Bean dip, made with refried beans",8
2018,Layer dip,8
2019,"Hummus, plain",8
2020,"Hummus, flavored",8
2021,Black bean sauce,8
2022,Beans and franks,18
2023,Pork and beans,8
2024,"Beans with meat, NS as to type",8
2025,Falafel,8
2026,Bean cake,12
2027,"Baked beans, reduced sodium",8
2028,"Chili, vegetarian",24
2029,"Blackeyed peas, NFS",8
2030,"Blackeyed peas, from dried",8
2031,"Chickpeas, NFS",8
2032,"Chickpeas, from dried, fat added",8
2033,"Chickpeas, from dried, no added fat",8
2034,"Chickpeas, from canned, fat added",8
2035,"Chickpeas, from canned, no added fat",8
2036,"Chickpeas, from canned, reduced sodium",8
2037,"Split peas, from dried, no added fat",8
2038,"Split peas, from dried, fat added",8
2039,Wasabi peas,24
2040,"Lentils, NFS",8
2041,"Lentils, from dried, fat added",8
2042,"Lentils, from dried, no added fat",8
2043,"Lentils, from canned",8
2044,Dal,8
2045,Bean chips,24
2046,"Papad, grilled or broiled",8
2047,"Sambar, vegetable stew",12
2048,Lentil curry,8
2049,Lentil curry with rice,8
2050,Soy nuts,48
2051,Soy chips,24
2052,Soybean curd,8
2053,"Edamame, cooked",8
2054,Soybean curd cheese,8
2055,Miso sauce,8
2056,Miso,8
2057,Natto,8
2058,Hoisin sauce,8
2059,Soy sauce,8
2060,"Soy sauce, reduced sodium",8
2061,"Yogurt, soy",6
2062,Teriyaki sauce,8
2063,"Teriyaki sauce, reduced sodium",8
2064,Worcestershire sauce,8
2065,"Soybean curd, deep fried",12
2066,"Soybean curd, breaded, fried",12
2067,"Vermicelli, made from soybeans",9
2068,"Textured vegetable protein, dry",8
2069,"Frozen dessert, non-dairy",8
2070,"Soup, bean",8
2071,"Soup, bean, canned",8
2072,"Soup, miso or tofu",8
2073,"Soup, bean, canned, reduced sodium",8
2074,"Soup, bean, with meat",8
2075,"Soup, split pea, with meat",8
2076,"Soup, split pea",8
2077,"Soup, lentil, canned",8
2078,"Soup, lentil, canned, reduced sodium",8
2079,"Soup, lentil",8
2080,"Soup, lentil, with meat",8
2081,"Soup, mulligatawany",8
2082,"Bacon strip, meatless",8
2083,Bacon bits,8
2084,"Breakfast link, pattie, or slice, meatless",8
2085,"Chicken, meatless, NFS",8
2086,"Chicken, meatless, breaded, fried",12
2087,"Hot dog, vegetarian",18
2088,"Luncheon slice, meatless-beef, chicken, salami or turkey",18
2089,"Meatball, meatless",8
2090,"Veggie burger patty, no bun",8
2091,"Swiss steak, with gravy, meatless",8
2092,"Pot pie, no meat",12
2093,"Tofu and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, with soy-based sauce",8
2094,"Tofu and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, with soy-based sauce",8
2095,"Vegetarian, fillet",8
2096,Vegetarian stew,12
2097,Vegetarian stroganoff,8
2098,"Veggie burger, on bun",9
2099,"Veggie burger, on bun, with cheese",9
2100,Falafel sandwich,9
2101,"Nuts, NFS",48
2102,"Almonds, NFS",48
2103,"Almonds, unroasted",48
2104,"Almonds, salted",48
2105,"Almonds, lightly salted",48
2106,"Almonds, unsalted",48
2107,"Almonds, flavored",48
2108,"Almonds, honey roasted",48
2109,Brazil nuts,48
2110,"Cashews, NFS",48
2111,"Cashews, unroasted",48
2112,"Cashews, salted",48
2113,"Cashews, lightly salted",48
2114,"Cashews, unsalted",48
2115,"Cashews, honey roasted",48
2116,Chestnuts,48
2117,"Coconut, fresh",8
2118,"Coconut, packaged",8
2119,Hazelnuts,48
2120,Macadamia nuts,48
2121,"Mixed nuts, NFS",48
2122,"Mixed nuts, unroasted",48
2123,"Mixed nuts, with peanuts, salted",48
2124,"Mixed nuts, with peanuts, lightly salted",48
2125,"Mixed nuts, with peanuts, unsalted",48
2126,"Mixed nuts, without peanuts, salted",48
2127,"Mixed nuts, without peanuts, unsalted",48
2128,"Mixed nuts, honey roasted",48
2129,"Peanuts, NFS",48
2130,"Peanuts, boiled",48
2131,"Peanuts, unroasted",48
2132,"Peanuts, roasted, salted",48
2133,"Peanuts, roasted, unsalted",48
2134,"Peanuts, dry roasted, salted",48
2135,"Peanuts, dry roasted, lightly salted",48
2136,"Peanuts, dry roasted, unsalted",48
2137,"Peanuts, honey roasted",48
2138,"Pecans, NFS",48
2139,"Pecans, unroasted",48
2140,"Pecans, salted",48
2141,"Pecans, unsalted",48
2142,"Pecans, honey roasted",48
2143,Pine nuts,48
2144,"Pistachio nuts, NFS",48
2145,"Pistachio nuts, salted",48
2146,"Pistachio nuts, lightly salted",48
2147,"Pistachio nuts, unsalted",48
2148,"Walnuts, excluding honey roasted",48
2149,"Walnuts, honey roasted",48
2150,Almond butter,12
2151,"Almond butter, lower sodium",12
2152,Almond paste,12
2153,Cashew butter,12
2154,Peanut butter,12
2155,"Peanut butter, lower sodium",12
2156,"Peanut butter, lower sodium and lower sugar",12
2157,"Peanut butter, lower sugar",12
2158,"Peanut butter, reduced fat",12
2159,"Peanut butter, vitamin and mineral fortified",12
2160,Peanut butter and jelly,12
2161,Peanut butter and chocolate spread,12
2162,Soy nut butter,12
2163,Peanut sauce,12
2164,"Soup, peanut",12
2165,"Gravy, vegetarian",8
2166,"Peanut butter sandwich, NFS",12
2167,"Peanut butter sandwich, with regular peanut butter, on white bread",12
2168,"Peanut butter sandwich, with regular peanut butter, on wheat bread",12
2169,"Peanut butter sandwich, with reduced fat peanut butter, on white bread",12
2170,"Peanut butter sandwich, with reduced fat peanut butter, on wheat bread",12
2171,"Peanut butter and jelly sandwich, NFS",12
2172,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on white bread",12
2173,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread",12
2174,"Peanut butter and jelly sandwich, with reduced fat peanut butter, on white bread",12
2175,"Peanut butter and jelly sandwich, with reduced fat peanut butter, on wheat bread",12
2176,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on white bread",12
2177,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on wheat bread",12
2178,"Peanut butter and jelly sandwich, frozen commercial product without crusts",12
2179,"Almond butter sandwich, on white bread",12
2180,"Almond butter sandwich, on wheat bread",12
2181,"Almond butter and jelly sandwich, on white bread",12
2182,"Almond butter and jelly sandwich, on wheat bread",12
2183,Nutella sandwich on white bread,12
2184,Nutella sandwich on wheat bread,12
2185,"Coconut milk, used in cooking",8
2186,"Yogurt, coconut milk",6
2187,"Yogurt, almond milk",6
2188,"Coconut cream, canned, sweetened",8
2189,"Coconut water, unsweetened",8
2190,"Coconut water, sweetened",8
2191,"Trail mix, NFS",48
2192,Trail mix with nuts,48
2193,Trail mix with nuts and fruit,48
2194,Trail mix with chocolate,48
2195,"Trail mix with pretzels, cereal, or granola",48
2196,"Pumpkin seeds, NFS",8
2197,"Pumpkin seeds, salted",8
2198,"Pumpkin seeds, unsalted",8
2199,"Sunflower seeds, plain, unsalted",8
2200,"Sunflower seeds, plain, salted",8
2201,"Sunflower seeds, flavored",8
2202,"Sunflower seeds, NFS",8
2203,Sesame seeds,8
2204,Tahini,8
2205,Flax seeds,8
2206,Mixed seeds,8
2207,Chia seeds,8
2208,"Bread, NS as to major flour",9
2209,"Bread, NS as to major flour, toasted",10
2210,"Bread, made from home recipe or purchased at a bakery, NS as to major flour",9
2211,"Bread, made from home recipe or purchased at a bakery, toasted, NS as to major flour",10
2212,"Roll, NS as to major flour",9
2213,"Roll, hard, NS as to major flour",10
2214,"Roll, bran, NS as to type of bran",9
2215,"Bread, white",9
2216,"Bread, white, toasted",10
2217,"Bread, white, made from home recipe or purchased at a bakery",9
2218,"Bread, white, made from home recipe or purchased at a bakery, toasted",10
2219,"Bread, white with whole wheat swirl",9
2220,"Bread, white with whole wheat swirl, toasted",10
2221,"Bread, Cuban",9
2222,"Bread, Cuban, toasted",10
2223,"Bread, native, water, Puerto Rican style",9
2224,"Bread, native, water, toasted, Puerto Rican style",10
2225,"Bread, lard, Puerto Rican style",9
2226,"Bread, lard, toasted, Puerto Rican style",10
2227,"Bread, French or Vienna",9
2228,"Bread, French or Vienna, toasted",10
2229,"Focaccia, Italian, plain",9
2230,"Bread, naan",9
2231,"Bread, Italian, Grecian, Armenian",9
2232,"Bread, Italian, Grecian, Armenian, toasted",10
2233,"Bread, pita",9
2234,"Bread, pita with fruit",9
2235,"Bread, cheese",9
2236,"Bread, cheese, toasted",10
2237,"Bread, cinnamon",9
2238,"Bread, cinnamon, toasted",10
2239,"Bread, cornmeal and molasses",9
2240,"Bread, cornmeal and molasses, toasted",10
2241,"Bread, egg, Challah",9
2242,"Bread, egg, Challah, toasted",10
2243,"Garlic bread, NFS",9
2244,"Garlic bread, from fast food / restaurant",9
2245,"Garlic bread, from frozen",9
2246,"Garlic bread, with parmesan cheese, from fast food / restaurant",9
2247,"Garlic bread, with parmesan cheese, from frozen",9
2248,"Garlic bread, with melted cheese, from fast food / restaurant",9
2249,"Garlic bread, with melted cheese, from frozen",9
2250,"Bread, onion",9
2251,"Bread, onion, toasted",10
2252,"Bread, reduced calorie and/or high fiber, white or NFS",9
2253,"Bread, reduced calorie and/or high fiber, white or NFS, toasted",10
2254,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts",48
2255,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts, toasted",48
2256,"Bread, white, special formula, added fiber",9
2257,"Bread, white, special formula, added fiber, toasted",10
2258,"Bread, high protein, toasted",10
2259,"Bread, potato",9
2260,"Bread, potato, toasted",10
2261,"Bread, raisin",9
2262,"Bread, raisin, toasted",10
2263,"Bread, sour dough",9
2264,"Bread, sour dough, toasted",10
2265,"Bread, sweet potato",9
2266,"Bread, sweet potato, toasted",10
2267,"Bread, vegetable",9
