Food Item,Food Group,Macronutrient Focus,Is Vitamin-Rich,Is Mineral-Rich,Is Vegan,Is Vegetarian,Is Gluten-Free,Is Dairy-Free,Is Nut-Free (General),Is Halal,Is Kosher,Processing Level,Culinary Usage,Health Impact,Contains Gluten,Contains Milk,Contains Eggs,Contains Fish,Contains Shellfish,Contains Peanuts,Contains Tree Nuts,Contains Soybeans,Contains Sesame,Contains Mustard,Contains Celery,Contains Sulphites
"Chicken breast, baked or broiled, skin not eaten, from pre-cooked",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw",Proteins; Condiments,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Variable,Variable,N,Processed,Meal Component,Moderate,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw",Proteins; Condiments,Protein-rich,Y,Y,N,N,Y,Y,Variable,Variable,N,Processed,Meal Component,Healthy,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken breast, rotisserie, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, rotisserie, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, stewed, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, stewed, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, grilled without sauce, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, grilled without sauce, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, grilled with sauce, skin eaten",Proteins; Condiments,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Variable,Variable,N,Processed,Meal Component,Variable,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken breast, grilled with sauce, skin not eaten",Proteins; Condiments,Protein-rich,Y,Y,N,N,Y,Y,Variable,Variable,N,Processed,Meal Component,Variable,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken breast, sauteed, skin eaten",Proteins; Oils and fats,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, sauteed, skin not eaten",Proteins; Oils and fats,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, fried, coated, skin / coating eaten, from raw",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken breast, fried, coated, skin / coating not eaten, from raw",Proteins; Oils and fats,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Highly Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Moderate,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked",Proteins; Oils and fats,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Highly Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant",Proteins; Oils and fats,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Highly Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken breast, baked, coated, skin / coating eaten",Proteins; Grains,Protein-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Processed,Meal Component,Moderate,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken breast, baked, coated, skin / coating not eaten",Proteins,Protein-rich,N,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, baked or broiled, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, rotisserie, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, rotisserie, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, stewed, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, stewed, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, grilled without sauce, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, grilled with sauce, skin eaten",Proteins; Condiments,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Variable,Variable,N,Processed,Meal Component,Variable,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten",Proteins; Condiments,Protein-rich,Y,Y,N,N,Y,Y,Variable,Variable,N,Processed,Meal Component,Variable,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken leg, drumstick and thigh, sauteed, skin eaten",Proteins; Oils and fats,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, sauteed, skin not eaten",Proteins; Oils and fats,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten",Proteins; Oils and fats,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Highly Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten",Proteins; Grains,Protein-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Processed,Meal Component,Moderate,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten",Proteins,Protein-rich,N,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, NS as to cooking method, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, NS as to cooking method, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, rotisserie, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, rotisserie, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, grilled without sauce, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, grilled without sauce, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, grilled with sauce, skin eaten",Proteins; Condiments,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Variable,Variable,N,Processed,Meal Component,Variable,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken drumstick, grilled with sauce, skin not eaten",Proteins; Condiments,Protein-rich,Y,Y,N,N,Y,Y,Variable,Variable,N,Processed,Meal Component,Variable,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken drumstick, stewed, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, stewed, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, sauteed, skin eaten",Proteins; Oils and fats,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, sauteed, skin not eaten",Proteins; Oils and fats,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, fried, coated, skin / coating eaten, from raw",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",Proteins; Oils and fats,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Highly Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Moderate,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked",Proteins; Oils and fats,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Highly Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant",Proteins; Oils and fats,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Highly Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken drumstick, baked, coated, skin / coating eaten",Proteins; Grains,Protein-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Processed,Meal Component,Moderate,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken drumstick, baked, coated, skin / coating not eaten",Proteins,Protein-rich,N,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, NS as to cooking method, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, NS as to cooking method, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, baked or broiled, skin eaten, from pre-cooked",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, baked or broiled, skin not eaten, from pre-cooked",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, rotisserie, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, rotisserie, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, stewed, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, stewed, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, grilled without sauce, skin eaten",Proteins,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, grilled without sauce, skin not eaten",Proteins,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, grilled with sauce, skin eaten",Proteins; Condiments,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Variable,Variable,N,Processed,Meal Component,Variable,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken thigh, grilled with sauce, skin not eaten",Proteins; Condiments,Protein-rich,Y,Y,N,N,Y,Y,Variable,Variable,N,Processed,Meal Component,Variable,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken thigh, sauteed, skin eaten",Proteins; Oils and fats,Protein-rich; Fat-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, sauteed, skin not eaten",Proteins; Oils and fats,Protein-rich,Y,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, fried, coated, skin / coating eaten, from raw",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken thigh, fried, coated, skin / coating not eaten, from raw",Proteins; Oils and fats,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Highly Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Moderate,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",Proteins; Oils and fats,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Highly Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, fried, coated, skin / coating eaten, from fast food",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken thigh, fried, coated, skin / coating not eaten, from fast food",Proteins; Oils and fats,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Highly Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, fried, coated, skin / coating eaten, from restaurant",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant",Proteins; Oils and fats,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Highly Processed,Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken thigh, baked, coated, skin / coating eaten",Proteins; Grains,Protein-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Processed,Meal Component,Moderate,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken thigh, baked, coated, skin / coating not eaten",Proteins,Protein-rich,N,Y,N,N,Y,Y,Y,Variable,N,Processed,Meal Component,Healthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken wing, NS as to cooking method",Proteins,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Appetizer; Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken wing, baked, broiled, or roasted, from raw",Proteins,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Appetizer; Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken wing, baked or broiled, from pre-cooked",Proteins,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Processed,Appetizer; Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken wing, baked or broiled, from fast food / restaurant",Proteins,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Processed,Appetizer; Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken wing, rotisserie",Proteins,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Processed,Appetizer; Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken wing, stewed",Proteins,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Processed,Appetizer; Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken wing, grilled without sauce",Proteins,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Minimally Processed,Appetizer; Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken wing, grilled with sauce",Proteins; Condiments,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Variable,Variable,N,Processed,Appetizer; Meal Component,Variable,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken wing, sauteed",Proteins; Oils and fats,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Processed,Appetizer; Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken wing, fried, coated, from raw",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Appetizer; Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken wing, fried, coated, from pre-cooked",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Appetizer; Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken wing, fried, coated, from fast food",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Appetizer; Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken wing, fried, coated, from restaurant",Proteins; Grains; Oils and fats,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Highly Processed,Appetizer; Meal Component,Unhealthy,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken wing, baked, coated",Proteins; Grains,Protein-rich; Fat-rich; Carbohydrate-rich,N,Y,N,N,N,N,Y,Variable,N,Processed,Appetizer; Meal Component,Moderate,Y,N,Variable,N,N,N,N,N,N,N,N,N
"Chicken wings with hot sauce, from fast food / restaurant",Proteins; Condiments,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Variable,Variable,N,Highly Processed,Appetizer; Meal Component,Unhealthy,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken wings with other sauces or seasoning, from fast food / restaurant",Proteins; Condiments,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Variable,Variable,N,Highly Processed,Appetizer; Meal Component,Unhealthy,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken wings, plain, from fast food / restaurant",Proteins,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Highly Processed,Appetizer; Meal Component,Unhealthy,N,N,N,N,N,N,N,N,N,N,N,N
"Chicken wings with hot sauce, from precooked",Proteins; Condiments,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Variable,Variable,N,Highly Processed,Appetizer; Meal Component,Unhealthy,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken wings with other sauces or seasoning, from precooked",Proteins; Condiments,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Variable,Variable,N,Highly Processed,Appetizer; Meal Component,Unhealthy,Variable,N,N,N,N,N,N,Variable,N,Variable,Variable,Variable
"Chicken wings, plain, from precooked",Proteins,Protein-rich; Fat-rich,N,Y,N,N,Y,Y,Y,Variable,N,Highly Processed,Appetizer; Meal Component,Moderate,N,N,N,N,N,N,N,N,N,N,N,N
