match_type,value
intersection,"cookie, oatmeal, with raisins"
intersection,"cookie, peanut butter"
intersection,"cookie, peanut butter sandwich"
intersection,"cookie, peanut butter with rice cereal, no bake"
intersection,"cookie, peanut butter, sugar free"
intersection,"cookie, peanut butter, with chocolate"
intersection,"cookie, pfeffernusse"
intersection,"cookie, pizzelle"
intersection,"cookie, pumpkin"
intersection,"cookie, raisin"
intersection,"cookie, raisin sandwich, cream-filled"
intersection,"cookie, rugelach"
intersection,"cookie, rum ball, no bake"
intersection,"cookie, sandwich, reduced sugar"
intersection,"cookie, sandwich-type, not chocolate or vanilla"
intersection,"cookie, shortbread"
intersection,"cookie, shortbread, reduced fat"
intersection,"cookie, shortbread, with icing or filling"
intersection,"cookie, sugar or plain, sugar free"
intersection,"cookie, sugar wafer"
intersection,"cookie, sugar wafer, chocolate-covered"
intersection,"cookie, sugar wafer, sugar free"
intersection,"cookie, tea, japanese"
intersection,"cookie, toffee bar"
intersection,"cookie, vanilla sandwich"
intersection,"cookie, vanilla sandwich, extra filling"
intersection,"cookie, vanilla sandwich, reduced fat"
intersection,"cookie, vanilla wafer"
intersection,"cookie, vanilla wafer, reduced fat"
intersection,"cookie, vanilla with caramel, coconut, and chocolate coating"
intersection,"cookie, with peanut butter filling, chocolate-coated"
intersection,"cookies, puerto rican style"
intersection,corn beverage
intersection,"corn chips, flavored"
intersection,"corn chips, flavored (fritos)"
intersection,"corn chips, plain"
intersection,"corn chips, plain (fritos)"
intersection,"corn chips, reduced sodium"
intersection,corn dog
intersection,"corn flour patty or tart, fried"
intersection,corn nuts
intersection,corn oil
intersection,"corn pone, baked"
intersection,"corn pone, fried"
intersection,corn syrup
intersection,"corn, canned, cooked with butter or margarine"
intersection,"corn, canned, cooked with oil"
intersection,"corn, canned, cooked, fat added, ns as to fat type"
intersection,"corn, canned, cooked, no added fat"
intersection,"corn, canned, reduced sodium, cooked with butter or margarine"
intersection,"corn, canned, reduced sodium, cooked with oil"
intersection,"corn, canned, reduced sodium, cooked, fat added, ns as to fat type"
intersection,"corn, canned, reduced sodium, cooked, no added fat"
intersection,"corn, cooked, from restaurant"
intersection,"corn, creamed"
intersection,"corn, fresh, cooked with butter or margarine"
intersection,"corn, fresh, cooked with oil"
intersection,"corn, fresh, cooked, fat added, ns as to fat type"
intersection,"corn, fresh, cooked, no added fat"
intersection,"corn, frozen, cooked with butter or margarine"
intersection,"corn, frozen, cooked with oil"
intersection,"corn, frozen, cooked, fat added, ns as to fat type"
intersection,"corn, frozen, cooked, no added fat"
intersection,"corn, ns as to form, cooked"
intersection,"corn, raw"
intersection,"corn, scalloped or pudding"
intersection,"cornbread muffin, stick, round"
intersection,"cornbread muffin, stick, round, made from home recipe"
intersection,cornbread stuffing
intersection,"cornbread, made from home recipe"
intersection,"cornbread, prepared from mix"
intersection,corned beef hash
intersection,corned beef patty
intersection,corned beef sandwich on wheat
intersection,"corned beef sandwich on wheat, with cheese"
intersection,corned beef sandwich on white
intersection,"corned beef sandwich on white, with cheese"
intersection,"corned beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
intersection,"corned beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce"
intersection,"cornish game hen, cooked, skin eaten"
intersection,"cornish game hen, cooked, skin not eaten"
intersection,"cornish game hen, roasted, skin eaten"
intersection,"cornish game hen, roasted, skin not eaten"
intersection,cornmeal dressing with chicken or turkey and vegetables
intersection,"cornmeal mush, fat added"
intersection,"cornmeal mush, no added fat"
intersection,"cornmeal mush, ns as to fat"
intersection,"cornmeal stick, puerto rican style"
intersection,"cottage cheese, farmer's"
intersection,cottonseed oil
intersection,cough drops
intersection,"couscous, plain, cooked"
intersection,crab
intersection,crab cake sandwich
intersection,crab salad
intersection,crab salad made with imitation crab
intersection,"crab, cake"
intersection,"crab, canned"
intersection,"crab, soft shell"
intersection,"crabs in tomato-based sauce, puerto rican style"
intersection,cracker chips
intersection,"crackers, breakfast biscuit"
intersection,"crackers, butter (ritz)"
intersection,"crackers, butter, flavored"
intersection,"crackers, butter, plain"
intersection,"crackers, butter, reduced fat"
intersection,"crackers, butter, reduced sodium"
intersection,"crackers, cheese"
intersection,"crackers, cheese (cheez-it)"
intersection,"crackers, cheese (goldfish)"
intersection,"crackers, cheese, reduced fat"
intersection,"crackers, cheese, reduced sodium"
intersection,"crackers, cheese, whole grain"
intersection,"crackers, crispbread"
intersection,"crackers, cuban"
intersection,"crackers, flatbread"
intersection,"crackers, gluten free, flavored"
intersection,"crackers, gluten free, plain"
intersection,"crackers, matzo"
intersection,"crackers, matzo, reduced sodium"
intersection,"crackers, milk"
intersection,"crackers, multigrain"
intersection,"crackers, nfs"
intersection,"crackers, oatmeal"
intersection,"crackers, oyster"
intersection,"crackers, rice"
intersection,"crackers, rice and nuts"
intersection,"crackers, saltine"
intersection,"crackers, saltine, multigrain"
intersection,"crackers, saltine, reduced fat"
intersection,"crackers, saltine, reduced sodium"
intersection,"crackers, sandwich"
intersection,"crackers, sandwich, cheese filled"
intersection,"crackers, sandwich, cheese filled (ritz)"
intersection,"crackers, sandwich, peanut butter filled"
intersection,"crackers, sandwich, peanut butter filled (ritz)"
intersection,"crackers, sandwich, reduced fat, peanut butter filled"
intersection,"crackers, water"
intersection,"crackers, wheat"
intersection,"crackers, wheat, flavored (wheat thins)"
intersection,"crackers, wheat, plain (wheat thins)"
intersection,"crackers, wheat, reduced fat"
intersection,"crackers, wheat, reduced sodium"
intersection,"crackers, whole grain, sandwich, peanut butter filled"
intersection,"crackers, wonton"
intersection,"crackers, woven wheat"
intersection,"crackers, woven wheat, flavored (triscuit)"
intersection,"crackers, woven wheat, plain (triscuit)"
intersection,"crackers, woven wheat, reduced fat"
intersection,"crackers, woven wheat, reduced sodium"
intersection,"cranberries, dried"
intersection,"cranberries, raw"
intersection,"cranberry juice blend, 100% juice"
intersection,"cranberry juice blend, 100% juice, with calcium added"
intersection,"cranberry juice drink, with high vitamin c"
intersection,"cranberry juice drink, with high vitamin c, light"
intersection,"cranberry juice, 100%, not a blend"
intersection,cranberry sauce
intersection,"crayfish, cooked"
intersection,"crayfish, fried"
intersection,"cream cheese, fat free"
intersection,"cream cheese, light"
intersection,"cream cheese, regular, flavored"
intersection,"cream cheese, regular, plain"
intersection,cream of rice
intersection,"cream of wheat, instant, made with water, fat added"
intersection,"cream of wheat, instant, made with water, no added fat"
intersection,"cream of wheat, nfs"
intersection,"cream of wheat, regular or quick, made with water, fat added"
intersection,"cream of wheat, regular or quick, made with water, no added fat"
intersection,"cream puff, eclair, custard or cream filled, iced"
intersection,"cream puff, eclair, custard or cream filled, iced, reduced fat"
intersection,"cream puff, eclair, custard or cream filled, not iced"
intersection,"cream puff, eclair, custard or cream filled, ns as to icing"
intersection,"cream puff, no filling or icing"
intersection,"cream sauce, for use with vegetables"
intersection,"cream, half and half"
intersection,"cream, half and half, fat free"
intersection,"cream, half and half, flavored"
intersection,"cream, heavy"
intersection,"cream, light"
intersection,"cream, ns as to light, heavy, or half and half"
intersection,"cream, whipped"
intersection,creamed chipped or dried beef
intersection,creamsicle
intersection,creamy italian dressing
intersection,"creamy italian dressing, fat free"
intersection,"creamy italian dressing, light"
intersection,creme brulee
intersection,"crepe, chocolate filled"
intersection,"crepe, fruit filled"
intersection,"crepe, nfs"
intersection,"crepe, plain"
intersection,"crepe, with meat"
intersection,"cress, cooked"
intersection,"cress, raw"
intersection,"crisp, apple"
intersection,"crisp, berry"
intersection,"crisp, cherry"
intersection,"crisp, peach"
intersection,croissant
intersection,"croissant, cheese"
intersection,"croissant, chocolate"
intersection,"croissant, fruit"
intersection,croutons
intersection,cuban sandwich
intersection,cucumber and vegetable namasu
intersection,cucumber salad made with cucumber and vinegar
intersection,"cucumber salad, made with italian dressing"
intersection,"cucumber salad, made with sour cream dressing"
intersection,"cucumber, cooked"
intersection,"cucumber, for use on a sandwich"
intersection,"cucumber, raw"
intersection,"currants, dried"
intersection,curry sauce
intersection,custard
intersection,daiquiri
intersection,dal
intersection,"dandelion greens, cooked"
intersection,"dandelion greens, raw"
intersection,"danish pastry, plain or spice"
intersection,"danish pastry, with cheese"
intersection,"danish pastry, with fruit"
intersection,dark chocolate candy
intersection,dark chocolate candy with nuts
intersection,"dark chocolate candy with nuts, other, nfs"
intersection,"dark chocolate candy, other, nfs"
intersection,dark green vegetables as ingredient in omelet
intersection,date
intersection,dessert dip
intersection,dessert pizza
intersection,dessert sauce
intersection,"dip, nfs"
intersection,dirty rice
intersection,"dosa, plain"
intersection,"dosa, with filling"
intersection,double cheeseburger (burger king)
intersection,double cheeseburger (mcdonalds)
intersection,"double cheeseburger, from fast food, 2 large patties"
intersection,"double cheeseburger, from fast food, 2 medium patties"
intersection,"double cheeseburger, from fast food, 2 small patties"
intersection,"double cheeseburger, on wheat bun, 2 large patties"
intersection,"double cheeseburger, on wheat bun, 2 medium patties"
intersection,"double cheeseburger, on wheat bun, 2 small patties"
intersection,"double cheeseburger, on white bun, 2 large patties"
intersection,"double cheeseburger, on white bun, 2 medium patties"
intersection,"double cheeseburger, on white bun, 2 small patties"
intersection,"double hamburger, from fast food, 2 large patties"
intersection,"double hamburger, from fast food, 2 medium patties"
intersection,"double hamburger, from fast food, 2 small patties"
intersection,"double hamburger, on wheat bun, 2 large patties"
intersection,"double hamburger, on wheat bun, 2 medium patties"
intersection,"double hamburger, on wheat bun, 2 small patties"
intersection,"double hamburger, on white bun, 2 large patties"
intersection,"double hamburger, on white bun, 2 medium patties"
intersection,"double hamburger, on white bun, 2 small patties"
intersection,doughnut holes
intersection,"doughnut, cake type, chocolate icing"
intersection,"doughnut, cake type, plain"
intersection,"doughnut, cake type, powdered sugar"
