Food Group,Macronutrient Focus,Processing Level,Culinary Usage,Health Impact,id,diets,allergens
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich,Highly Processed,Brownie; Dessert Bar,Moderate,2523,"Vegetarian,Halal,Pescatarian,Low-Fat,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Brownie; Dessert Bar,Unhealthy,2522,"Vegetarian,Halal,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Brownie; Dessert Bar,Unhealthy,2521,"Vegetarian,Halal,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Cookie; Dessert,Unhealthy,2587,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2595,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Fruits; Nuts; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Cookie; Dessert,Unhealthy,2589,"Vegetarian,Halal,Vitamin-Rich,Pescatarian,Egg-Free,Soy-Free","Cereals containing gluten,Milk,Nuts"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2596,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Brownie; Dessert Bar,Unhealthy,2524,"Vegetarian,Halal,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2540,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2526,"Vegetarian,Halal,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2529,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Cookie; Dessert,Unhealthy,2527,"Vegetarian,Halal,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich,Highly Processed,Cookie; Dessert,Moderate,2528,"Vegetarian,Halal,Pescatarian,Low-Fat,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Moderate,2602,"Vegetarian,Halal,Pescatarian,No Added Sugar,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2532,"Vegetarian,Halal,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2537,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich,Highly Processed,Cookie; Dessert,Unhealthy,2538,"Vegetarian,Halal,Kosher,Pescatarian,Low-Fat,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Ingredient,Unhealthy,2541,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Fruits; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,No-Bake Cookie; Dessert,Unhealthy,2531,"Vegetarian,Halal,Kosher,Pescatarian,Egg-Free","Milk,Cereals containing gluten (oats),Nuts (coconut),Soybeans"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,No-Bake Cookie; Dessert,Unhealthy,2530,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2539,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2535,"Vegetarian,Halal,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2544,"Vegetarian,Halal,Kosher,Pescatarian,Egg-Free,Soy-Free","Cereals containing gluten,Milk,Nuts (coconut)"
Grains; Sweets and snacks,Carbohydrate-rich,Highly Processed,Ice Cream Cone,Unhealthy,2548,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Fruits,Carbohydrate-rich,Processed,Cookie Bar; Snack,Moderate,2546,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Sweets and snacks; Proteins,Carbohydrate-rich,Processed,Cookie,Unhealthy,2547,"Vegan,Vegetarian,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich,Highly Processed,Cookie Bar; Snack,Unhealthy,2545,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Spices,Carbohydrate-rich,Processed,Cookie; Dessert,Moderate,2549,"Vegan,Vegetarian,Halal,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2608,"Vegetarian,Halal,Gluten-Free,Pescatarian,Soy-Free","Milk,Eggs,Nuts"
Grains; Sweets and snacks; Dairy,Carbohydrate-rich,Highly Processed,Dessert; Campfire Treat,Unhealthy,2542,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Nuts; Seeds; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Cookie; Snack,Moderate,2550,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Egg-Free,Soy-Free","Cereals containing gluten,Milk,Nuts"
Grains; Sweets and snacks; Proteins,Carbohydrate-rich,Processed,Cookie; Dessert Component,Moderate,2551,"Vegetarian,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Grains; Sweets and snacks; Nuts; Fruits; Spices; Dairy; Proteins; Oils and fats,Carbohydrate-rich,Processed,Cookie; Dessert,Unhealthy,2560,"Vegetarian,Mineral-Rich,Halal,Vitamin-Rich,Pescatarian,Egg-Free,Soy-Free","Cereals containing gluten,Milk,Nuts"
Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Dessert Bar,Unhealthy,2552,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Fruits; Sweets and snacks; Proteins,Carbohydrate-rich; Fat-rich,Processed,Cookie; Dessert,Moderate,2553,"Vegetarian,Kosher,Gluten-Free,Pescatarian,Dairy-Free,Lactose-Free,Soy-Free","Nuts (almonds),Nuts (coconut),Eggs"
Grains; Sweets and snacks; Nuts; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Dessert Bar; Treat,Unhealthy,2557,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Egg-Free","Milk,Cereals containing gluten (oats),Peanuts,Soybeans"
Sweets and snacks; Grains; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Snack Cake; Dessert,Unhealthy,2534,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Sweets and snacks; Grains; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert; Treat,Unhealthy,2533,"Vegetarian,Halal,Kosher,Pescatarian,Gluten-Free,Nut-Free","Milk,Eggs,Soybeans"
Sweets and snacks; Fruits,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Treat,Unhealthy,2554,"Vegetarian,Halal,Kosher,Pescatarian,Gluten-Free,Egg-Free,Soy-Free","Milk,Nuts (coconut)"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich,Highly Processed,Dessert Bar; Treat,Unhealthy,2556,"Vegetarian,Halal,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Soybeans"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich,Highly Processed,Dessert Bar; Treat,Unhealthy,2555,"Vegetarian,Halal,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Milk
Sweets and snacks; Proteins,Carbohydrate-rich,Processed,Cookie; Dessert,Unhealthy,2558,"Vegetarian,Gluten-Free,Pescatarian,Low-Fat,Nut-Free,Soy-Free",Eggs
Grains; Sweets and snacks; Spices; Dairy; Proteins; Oils and fats,Carbohydrate-rich,Processed,Cookie; Dessert,Moderate,2559,"Vegan,Vegetarian,Halal,Kosher,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",Cereals containing gluten
Grains; Sweets and snacks; Oils and fats,Carbohydrate-rich,Processed,Cookie; Snack,Healthy,2561,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Dessert; Snack; Treat,Unhealthy,2516,"Vegetarian,Halal,Pescatarian,Soy-Free","Cereals containing gluten,Milk,Eggs,Nuts"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich,Processed,Cookie; Dessert,Moderate,2562,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2565,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Composite Meal; Grains; Sweets and snacks; Nuts; Fruits; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2567,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Egg-Free","Cereals containing gluten,Milk,Peanuts,Soybeans"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich,Highly Processed,Cookie; Dessert,Moderate,2564,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Low-Fat,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich,Highly Processed,Cookie; Dessert,Moderate,2603,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,No Added Sugar,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Nuts; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,No-Bake Cookie; Dessert,Unhealthy,2568,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Egg-Free","Milk,Cereals containing gluten (oats),Peanuts,Soybeans"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Cookie; Dessert,Moderate,2566,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich,Processed,Cookie; Dessert,Moderate,2563,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Nuts; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Cookie; Dessert,Unhealthy,2569,"Vegetarian,Halal,Pescatarian,Nut-Free,Egg-Free","Cereals containing gluten,Milk,Peanuts,Soybeans"
Grains; Sweets and snacks; Nuts; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2572,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Egg-Free","Cereals containing gluten,Milk,Peanuts,Soybeans"
Grains; Sweets and snacks; Nuts; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,No-Bake Cookie; Dessert Bar,Unhealthy,2571,"Vegetarian,Halal,Kosher,Gluten-Free,Pescatarian,Nut-Free,Egg-Free","Milk,Peanuts,Soybeans"
Grains; Sweets and snacks; Nuts; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Moderate,2607,"Vegetarian,Halal,Pescatarian,No Added Sugar,Nut-Free,Egg-Free","Cereals containing gluten,Milk,Peanuts,Soybeans"
Grains; Sweets and snacks; Nuts; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Cookie; Dessert,Unhealthy,2570,"Vegetarian,Halal,Pescatarian,Nut-Free,Egg-Free","Cereals containing gluten,Milk,Peanuts,Soybeans"
Grains; Sweets and snacks; Spices; Nuts; Fruits,Carbohydrate-rich,Processed,Cookie; Dessert,Moderate,2574,"Vegetarian,Halal,Vitamin-Rich,Pescatarian,Egg-Free,Soy-Free","Cereals containing gluten,Milk,Nuts"
Grains; Sweets and snacks; Proteins; Oils and fats,Carbohydrate-rich,Processed,Cookie; Dessert,Moderate,2575,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Eggs"
Grains; Sweets and snacks; Vegetables; Dairy; Proteins; Oils and fats; Spices,Carbohydrate-rich,Processed,Cookie; Dessert,Moderate,2576,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Fruits; Dairy; Proteins; Oils and fats,Carbohydrate-rich,Processed,Cookie; Dessert,Moderate,2577,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Fruits; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2578,"Vegetarian,Halal,Vitamin-Rich,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Dairy; Sweets and snacks; Nuts; Fruits,Carbohydrate-rich; Fat-rich,Processed,Pastry; Cookie; Dessert,Unhealthy,2601,"Vegetarian,Halal,Vitamin-Rich,Pescatarian,Egg-Free,Soy-Free","Cereals containing gluten,Milk,Nuts"
Grains; Sweets and snacks; Nuts; Dairy; Oils and fats; Beverages,Carbohydrate-rich; Fat-rich,Highly Processed,Dessert; Treat,Unhealthy,2579,"Vegetarian,Halal,Pescatarian,Egg-Free,Soy-Free","Cereals containing gluten,Milk,Nuts,Soybeans"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2604,"Vegetarian,Halal,Kosher,Pescatarian,No Added Sugar,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2580,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Cookie; Dessert,Unhealthy,2581,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich,Highly Processed,Cookie; Dessert,Moderate,2582,"Vegetarian,Halal,Kosher,Pescatarian,Low-Fat,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2583,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Moderate,2605,"Vegetarian,Halal,Kosher,Pescatarian,No Added Sugar,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2590,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2536,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free","Cereals containing gluten,Milk,Eggs,Soybeans"
Grains; Sweets and snacks; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2606,"Vegetarian,Halal,Kosher,Pescatarian,No Added Sugar,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Proteins,Carbohydrate-rich,Processed,Cookie,Moderate,2597,"Vegetarian,Halal,Kosher,Gluten-Free,Pescatarian,Nut-Free,Soy-Free",Eggs
Grains; Sweets and snacks; Dairy; Oils and fats; Nuts,Carbohydrate-rich; Fat-rich,Highly Processed,Dessert Bar,Unhealthy,2591,"Vegetarian,Halal,Pescatarian,Egg-Free,Soy-Free","Cereals containing gluten,Milk,Nuts"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2592,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2593,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich,Highly Processed,Cookie; Dessert,Unhealthy,2594,"Vegetarian,Halal,Kosher,Pescatarian,Low-Fat,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich,Processed,Cookie; Dessert Component,Unhealthy,2598,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Dairy; Proteins; Oils and fats,Carbohydrate-rich,Highly Processed,Cookie,Unhealthy,2599,"Vegetarian,Halal,Kosher,Pescatarian,Low-Fat,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Grains; Sweets and snacks; Fruits; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2600,"Vegetarian,Halal,Kosher,Pescatarian,Egg-Free","Cereals containing gluten,Milk,Nuts (coconut),Soybeans"
Grains; Sweets and snacks; Nuts; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Cookie; Dessert,Unhealthy,2573,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Egg-Free","Cereals containing gluten,Milk,Peanuts,Soybeans"
Grains; Sweets and snacks; Dairy; Oils and fats,Carbohydrate-rich; Fat-rich,Processed,Cookie; Dessert,Unhealthy,2609,"Vegetarian,Halal,Kosher,Pescatarian,Nut-Free,Soy-Free","Cereals containing gluten,Milk,Eggs"
Beverages; Grains,Carbohydrate-rich,Processed,Beverage,Variable,5121,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Grains; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Snack Chip,Unhealthy,2814,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free",Soybeans
Grains; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Snack Chip,Unhealthy,2816,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free",Soybeans
Grains; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Snack Chip,Unhealthy,2813,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Grains; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Snack Chip,Unhealthy,2815,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Grains; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Snack Chip,Unhealthy,2822,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Low Sodium,Nut-Free,Egg-Free,Soy-Free",
Composite Meal; Grains; Proteins; Oils and fats,Protein-rich; Carbohydrate-rich; Fat-rich,Highly Processed,Snack; Meal,Unhealthy,1661,"Dairy-Free,Nut-Free,Egg-Free","Cereals containing gluten,Soybeans"
Grains; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Snack; Side Dish,Unhealthy,2432,"Vegetarian,Halal,Kosher,Pescatarian,Gluten-Free,Nut-Free,Egg-Free,Soy-Free",
Grains; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Snack,Unhealthy,2812,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Oils and fats; Grains,Fat-rich,Highly Processed,Cooking Oil; Frying; Margarine Production,Unhealthy,4800,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Keto,Low-Carb,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Grains,Carbohydrate-rich,Processed,Bread,Moderate,2433,"Vegetarian,Halal,Kosher,Pescatarian,Gluten-Free,Nut-Free,Egg-Free,Soy-Free",Milk
Grains; Oils and fats,Carbohydrate-rich; Fat-rich,Highly Processed,Bread,Unhealthy,2434,"Vegetarian,Halal,Kosher,Pescatarian,Gluten-Free,Nut-Free,Egg-Free,Soy-Free",Milk
Sweets and snacks,Carbohydrate-rich,Highly Processed,Sweetener; Ingredient,Unhealthy,4891,"Vegan,Vegetarian,Halal,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats; Dairy; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Side Dish,Unhealthy,4539,"Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Paleo,Nut-Free,Egg-Free","Milk,Soybeans"
Vegetables; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Side Dish,Unhealthy,4538,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Side Dish,Unhealthy,4533,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Sweets and snacks,Carbohydrate-rich,Highly Processed,Side Dish; Ingredient,Moderate,4529,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats; Dairy; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Side Dish,Unhealthy,4544,"Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Pescatarian,Paleo,Low Sodium,Nut-Free,Egg-Free","Milk,Soybeans"
Vegetables; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Side Dish,Moderate,4543,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low Sodium,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Oils and fats; Sweets and snacks,Carbohydrate-rich; Fat-rich,Highly Processed,Side Dish,Moderate,4542,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low Sodium,Nut-Free,Egg-Free,Soy-Free",
Vegetables; Sweets and snacks,Carbohydrate-rich,Highly Processed,Side Dish; Ingredient,Moderate,4541,"Vegan,Vegetarian,Halal,Vitamin-Rich,Kosher,Gluten-Free,Dairy-Free,Lactose-Free,Pescatarian,Paleo,Low-Fat,No Added Sugar,Low Sodium,Nut-Free,Egg-Free,Soy-Free",
